         584629 function calls (568917 primitive calls) in 0.340 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_cumsum_dispatcher)
       27    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:830(freeze)
        1    0.000    0.000    0.000    0.000 ImageMath.py:24(_Operand)
        6    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
        2    0.000    0.000    0.000    0.000 inspect.py:1696(_check_class)
       33    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 legend.py:1186(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:2865(<listcomp>)
       12    0.000    0.000    0.000    0.000 text.py:427(<listcomp>)
        2    0.000    0.000    0.000    0.000 axis.py:1799(set_label_text)
       26    0.000    0.000    0.000    0.000 lines.py:896(get_drawstyle)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(_set_new_active_manager)
        3    0.000    0.000    0.000    0.000 Image.py:486(__init__)
        8    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
        4    0.000    0.000    0.000    0.000 figure.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1774(new_manager)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       26    0.000    0.000    0.000    0.000 markers.py:364(get_alt_path)
        2    0.000    0.000    0.001    0.001 offsetbox.py:817(draw)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        2    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       11    0.000    0.000    0.000    0.000 transforms.py:1003(minpos)
       26    0.000    0.000    0.000    0.000 markers.py:345(get_path)
        1    0.000    0.000    0.171    0.171 function_base.py:2337(_call_as_normal)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1269(_process)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1263(__init__)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 axis.py:2741(get_minpos)
        1    0.000    0.000    0.001    0.001 backend_gtk4agg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Image.py:514(_new)
       27    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 legend.py:828(get_legend_handler)
        2    0.000    0.000    0.000    0.000 _base.py:532(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 pyplot.py:200(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 pyplot.py:3149(grid)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1310(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 patches.py:3875(set_boxstyle)
        4    0.000    0.000    0.000    0.000 axis.py:1265(_set_artist_props)
        9    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
        3    0.000    0.000    0.000    0.000 __init__.py:670(_set)
       10    0.000    0.000    0.000    0.000 offsetbox.py:52(<lambda>)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
       18    0.000    0.000    0.000    0.000 ticker.py:1740(tick_values)
        2    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
      4/3    0.000    0.000    0.000    0.000 transforms.py:2384(__eq__)
       11    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1744(_fix_ipython_backend2gui)
        2    0.000    0.000    0.117    0.059 artist.py:93(draw_wrapper)
        1    0.000    0.000    0.044    0.044 backend_bases.py:1878(draw_idle)
        2    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 _base.py:1181(_gen_axes_patch)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1882(_updated_ctor_param)
        2    0.000    0.000    0.000    0.000 abc.py:105(__new__)
        2    0.000    0.000    0.000    0.000 offsetbox.py:776(set_offset)
        4    0.000    0.000    0.000    0.000 _base.py:1165(get_axes_locator)
      4/2    0.000    0.000    0.000    0.000 transforms.py:2397(<lambda>)
        8    0.000    0.000    0.000    0.000 transforms.py:262(x1)
       31    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
        5    0.000    0.000    0.000    0.000 text.py:1147(set_fontweight)
        1    0.000    0.000    0.000    0.000 _base.py:785(set_subplotspec)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        9    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:314(add_text)
       18    0.000    0.000    0.000    0.000 axis.py:390(<dictcomp>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:94(adjust_drawing_area)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3588(set_xlim)
        1    0.000    0.000    0.007    0.007 pyplot.py:439(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.000    0.000 _base.py:3685(set_ylabel)
        1    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2243(mpl_connect)
        8    0.000    0.000    0.000    0.000 _base.py:2998(<genexpr>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.000    0.000 transforms.py:990(intervaly)
        2    0.000    0.000    0.000    0.000 transforms.py:2190(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
        2    0.000    0.000    0.000    0.000 contextlib.py:732(__init__)
       18    0.000    0.000    0.000    0.000 axis.py:372(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:3547(get_xlim)
        1    0.000    0.000    0.000    0.000 legend.py:1285(_get_legend_handles_labels)
        1    0.000    0.000    0.000    0.000 pstats.py:36(SortKey)
        1    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:77(destroy_all)
        9    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        2    0.000    0.000    0.000    0.000 inspect.py:1726(getattr_static)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        3    0.000    0.000    0.000    0.000 transforms.py:1014(minposx)
        1    0.000    0.000    0.000    0.000 offsetbox.py:603(__init__)
        1    0.000    0.000    0.171    0.171 function_base.py:2367(__call__)
        8    0.000    0.000    0.000    0.000 ticker.py:190(set_axis)
        1    0.000    0.000    0.000    0.000 cProfile.py:51(create_stats)
        1    0.000    0.000    0.000    0.000 _util.py:230(check_random_state)
        1    0.000    0.000    0.002    0.002 pyplot.py:3382(legend)
       18    0.000    0.000    0.000    0.000 axis.py:385(<dictcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:1381(contains_branch)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        2    0.000    0.000    0.000    0.000 transforms.py:960(y0)
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        4    0.000    0.000    0.000    0.000 axis.py:535(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:366(backend_mod)
        1    0.000    0.000    0.000    0.000 pyplot.py:4127(title)
        1    0.000    0.000    0.000    0.000 contextlib.py:514(_push_exit_callback)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
        1    0.000    0.000    0.000    0.000 figure.py:1641(sca)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        3    0.000    0.000    0.000    0.000 offsetbox.py:636(get_transform)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1174(wrap)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1076(write)
       23    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        3    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:537(swapaxes)
        2    0.000    0.000    0.000    0.000 figure.py:156(update)
        2    0.000    0.000    0.000    0.000 axis.py:2498(get_minpos)
        1    0.000    0.000    0.000    0.000 cbook.py:2056(__init__)
       13    0.000    0.000    0.000    0.000 artist.py:845(get_animated)
        1    0.000    0.000    0.000    0.000 typing.py:306(inner)
        4    0.000    0.000    0.000    0.000 figure.py:86(as_list)
        2    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
        2    0.000    0.000    0.000    0.000 _base.py:2452(_unit_change_handler)
        2    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        9    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
        5    0.000    0.000    0.000    0.000 Image.py:3449(register_save)
        1    0.000    0.000    0.000    0.000 gridspec.py:206(_check_gridspec_exists)
        9    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
        2    0.000    0.000    0.000    0.000 weakref.py:511(update)
       10    0.000    0.000    0.000    0.000 text.py:883(get_horizontalalignment)
        1    0.000    0.000    0.000    0.000 pyplot.py:4141(xlabel)
        1    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:799(null)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:72(GifImageFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:1285(exists)
        3    0.000    0.000    0.000    0.000 _util.py:384(<listcomp>)
        1    0.000    0.000    0.096    0.096 backend_agg.py:450(print_png)
        1    0.000    0.000    0.000    0.000 gridspec.py:551(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:193(get_xdata)
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
        1    0.000    0.000    0.000    0.000 figure.py:1693(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 pstats.py:107(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 legend.py:716(_set_loc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3413(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 contextlib.py:509(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 deprecation.py:379(wrapper)
        1    0.000    0.000    0.000    0.000 _base.py:1069(_update_transScale)
        1    0.000    0.000    0.000    0.000 pyplot.py:1062(close)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
        2    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:222(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 legend.py:1031(set_title)
       12    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        4    0.000    0.000    0.000    0.000 axis.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 function_base.py:2433(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3800(get_ylim)
        2    0.000    0.000    0.000    0.000 axis.py:1827(set_major_formatter)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        6    0.000    0.000    0.000    0.000 axis.py:2239(get_label_position)
        2    0.000    0.000    0.000    0.000 artist.py:1093(set_label)
        1    0.000    0.000    0.000    0.000 function_base.py:2409(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        5    0.000    0.000    0.000    0.000 __init__.py:438(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 Image.py:2884(_check_size)
       12    0.000    0.000    0.000    0.000 offsetbox.py:71(_bbox_artist)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1740(<lambda>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 axis.py:2532(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
        1    0.000    0.000    0.000    0.000 pyplot.py:469(draw_if_interactive)
        5    0.000    0.000    0.000    0.000 Image.py:3434(register_mime)
        2    0.000    0.000    0.000    0.000 Image.py:3483(register_extensions)
        2    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:1348(_check_1d)
        4    0.000    0.000    0.000    0.000 _base.py:1603(get_aspect)
        3    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
        4    0.000    0.000    0.000    0.000 axis.py:1755(have_units)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:48(LoadingStrategy)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:672(add_artist)
        9    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
        2    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2317(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:118(set_active)
        6    0.000    0.000    0.000    0.000 _base.py:794(get_window_extent)
        2    0.000    0.000    0.000    0.000 patches.py:3919(set_mutation_scale)
        1    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:623(_cmp_fn)
        6    0.000    0.000    0.000    0.000 text.py:579(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 spines.py:545(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:228(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
        4    0.000    0.000    0.000    0.000 transforms.py:965(x1)
        2    0.000    0.000    0.000    0.000 cbook.py:1735(sanitize_sequence)
        2    0.000    0.000    0.000    0.000 axis.py:1925(set_pickradius)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(__getitem__)
        1    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
        2    0.000    0.000    0.000    0.000 ticker.py:452(set_useOffset)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3822(set_ylim)
        1    0.000    0.000    0.000    0.000 spines.py:548(from_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(enter_context)
        2    0.000    0.000    0.000    0.000 transforms.py:2391(_iter_break_from_left_to_right)
        1    0.000    0.000    0.001    0.001 Image.py:580(_ensure_mutable)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 pathlib.py:512(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:2904(set_canvas)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3418(draw_if_interactive)
        2    0.000    0.000    0.000    0.000 ticker.py:498(set_useLocale)
        2    0.000    0.000    0.000    0.000 contextlib.py:452(__init__)
        4    0.000    0.000    0.000    0.000 legend.py:729(_get_loc)
        2    0.000    0.000    0.000    0.000 inspect.py:1705(_is_type)
        4    0.000    0.000    0.000    0.000 axis.py:545(locator)
        4    0.000    0.000    0.000    0.000 axis.py:556(formatter)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 patches.py:374(set_alpha)
        2    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        1    0.000    0.000    0.011    0.011 _base.py:1381(clear)
        1    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 pathlib.py:875(parents)
        1    0.000    0.000    0.000    0.000 transforms.py:2162(__eq__)
        6    0.000    0.000    0.000    0.000 axis.py:1689(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:850(__call__)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:431(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1156(dataclass)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 figure.py:3125(clear)
       11    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:356(JpegImageFile)
        5    0.000    0.000    0.000    0.000 _base.py:2573(<listcomp>)
        4    0.000    0.000    0.000    0.000 backend_agg.py:277(option_image_nocomposite)
        2    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 figure.py:82(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:1518(_cached_realpath)
        1    0.000    0.000    0.000    0.000 pstats.py:136(load_stats)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2676(notify_axes_change)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2682(create_with_canvas)
        3    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
        1    0.000    0.000    0.000    0.000 figure.py:3232(<lambda>)
        3    0.000    0.000    0.000    0.000 _util.py:389(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        4    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        9    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
        2    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        3    0.000    0.000    0.000    0.000 _util.py:411(<dictcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        4    0.000    0.000    0.000    0.000 axis.py:706(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
        3    0.000    0.000    0.000    0.000 transforms.py:1025(minposy)
        1    0.000    0.000    0.000    0.000 pyplot.py:4156(ylabel)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        2    0.000    0.000    0.000    0.000 legend.py:807(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 figure.py:100(add)
        1    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
        4    0.000    0.000    0.000    0.000 _base.py:2898(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.001    0.001 _base.py:1198(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        3    0.000    0.000    0.000    0.000 _util.py:399(<genexpr>)
        1    0.000    0.000    0.000    0.000 pdf.py:12(create_pdf)
        1    0.000    0.000    0.000    0.000 pstats.py:57(FunctionProfile)
        4    0.000    0.000    0.000    0.000 Image.py:510(mode)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:244(<listcomp>)
        2    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:268(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:851(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 legend_handler.py:77(_update_prop)
        4    0.000    0.000    0.000    0.000 spines.py:225(_clear)
        1    0.000    0.000    0.000    0.000 figure.py:3228(add_axobserver)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 widgets.py:38(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:947(__init__)
        4    0.000    0.000    0.000    0.000 figure.py:2678(get_layout_engine)
        1    0.000    0.000    0.000    0.000 __init__.py:764(_get_backend_or_none)
        1    0.000    0.000    0.000    0.000 __init__.py:235(<lambda>)
        2    0.000    0.000    0.000    0.000 patches.py:772(rotation_point)
       13    0.000    0.000    0.000    0.000 inspect.py:2691(default)
        1    0.000    0.000    0.000    0.000 function_base.py:2404(<listcomp>)
        3    0.000    0.000    0.000    0.000 Image.py:3504(register_decoder)
        8    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _base.py:844(<dictcomp>)
        6    0.000    0.000    0.000    0.000 scale.py:78(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:33(get_fig_manager)
        2    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        2    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        3    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
        2    0.000    0.000    0.000    0.000 legend.py:1256(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:209(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 _base.py:3750(get_ybound)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        4    0.000    0.000    0.000    0.000 axis.py:714(isDefault_majfmt)
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:613(num2)
        1    0.000    0.000    0.000    0.000 backend_wxagg.py:1(<module>)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 transforms.py:970(y1)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1072(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:539(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1795(is_saving)
        4    0.000    0.000    0.000    0.000 transforms.py:594(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:283(SpawnProcess)
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 legend_handler.py:83(_default_update_prop)
        1    0.000    0.000    0.000    0.000 legend.py:1098(set_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 artist.py:1076(set_in_layout)
        3    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        2    0.000    0.000    0.000    0.000 function_base.py:2405(<genexpr>)
        2    0.000    0.000    0.000    0.000 artist.py:1108(get_zorder)
        3    0.000    0.000    0.000    0.000 _util.py:394(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:3986(set_navigate)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:533(_swapaxes_dispatcher)
        3    0.000    0.000    0.000    0.000 _util.py:408(<dictcomp>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1787(_idle_draw_cntx)
        2    0.000    0.000    0.000    0.000 pathlib.py:519(__len__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:264(buffer_rgba)
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        3    0.000    0.000    0.000    0.000 _util.py:404(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:866(<dictcomp>)
        4    0.000    0.000    0.000    0.000 artist.py:1089(get_label)
        1    0.000    0.000    0.000    0.000 patches.py:2241(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:1573(get_matrix)
        1    0.000    0.000    0.000    0.000 patches.py:2242(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 _util.py:10(is_path)
        4    0.000    0.000    0.000    0.000 axis.py:730(isDefault_minfmt)
        4    0.000    0.000    0.000    0.000 axis.py:722(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        2    0.000    0.000    0.000    0.000 cbook.py:103(__eq__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1690(<lambda>)
        4    0.000    0.000    0.000    0.000 shape_base.py:135(_atleast_3d_dispatcher)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 patches.py:3915(get_boxstyle)
        1    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        2    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
        1    0.000    0.000    0.000    0.000 function_base.py:2453(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:94(bubble)
